ID,Área1,Área,Reason,Etiqueta problemática,Detalle,URL,Output esperado,Texto (primeros 75 caracteres),Conclusiones,Created Date
Doc74,Gris,Gris: Protección datos,"Es correcta para EOS: No lo pilla el agente de proteccion datos EOS, aunq no se explicita cuestiones prejudiciales pero si se habla de normativa que altere o cree criterio interpretativo. No es correcta para MAZ","Agente eos: Protección de Datos y Privacidad En el contexto de EOS una entidad de gesión de crédito en España, Única y exclusivamente, resoluciones AEPD y otra normativa que altere y crea un nuevo criterio interpretativo en materia de bases de legitimación, profiling, conservación, transferencias internacionales o sanciones de datos, todo ello APLICABLE al tratamiento de información de deudores y cesionarios; esencial para adaptar sistemas, contratos y evitar multas. Agente MAZ: Protección de datos y privacidad MAZ Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de s...",,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503866,"{
""Protección de Datos y Privacidad"": {
""explicacion"": ""El Auto del Tribunal General de la UE confirma que el Dictamen 8/2024 del Comité Europeo de Protección de Datos sobre la validez del consentimiento en modelos de «consentimiento o pago» de grandes plataformas en línea no es recurrible, reforzando la interpretación vinculante de los criterios de consentimiento previstos en el artículo 6 y ss. del RGPD para estos operadores. "",
""nivel_impacto"": ""Alto"", ""Protección de Datos y Privacidad MAZ"": {
""explicacion"": ""El Auto del Tribunal General de la UE confirma que el Dictamen 8/2024 del Comité Europeo de Protección de Datos sobre la validez del consentimiento en modelos de «consentimiento o pago» de grandes plataformas en línea no es recurrible, reforzando la interpretación vinculante de los criterios de consentimiento previstos en el artículo 6 y ss. del RGPD para estos operadores. "",
""nivel_impacto"": ""Alto""
}
}
","Doc74: Petición de decisión prejudicial planteada por el Landgericht Erfurt (Alemania) el 8 de abril de 2025 – S / Meta Platforms Ireland Limited (Asunto C-273/25, Erser (1)) (C/2025/3866) Lengua de procedimiento: alemán Órgano jurisdiccional remitente Landgericht Erfurt Partes en el procedimiento principal Demandante: S Demandada: Meta Platforms Ireland Limited Cuestiones prejudiciales 1) ¿Debe interpretarse el artículo 82, apartado 1, del Reglamento (UE) 2016/679 (RGPD) (2) en el sentido de que, en caso de infracción de",,22 de julio de 2025 8:15
Doc75,Analisis,Analisis: cuestion prejudicial,Cuestion prejudicial: Error en nivel de impacto y explicaciion,"Protección de datos y privacidad MAZAlto La interpretación prejudicial del artículo 82 del RGPD sienta doctrina sobre el deber de compensar daños por vulneración de datos de salud o personales, reforzando obligaciones de MAZ en evaluaciones de impacto, canal de brechas y protocolos de privacidad de sus mutualistas.","Cuestión prejudicial no sienta doctrina, podría sentarla, dependiendo de lo que se responda",https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202503866,"{
 ""Protección de Datos y Privacidad MAZ"": {
""explicacion"": ""Cuestión prejudicial peritnente para el agente de protección de datos y privacidad de Maz "",
""nivel_impacto"": ""Medio""
}
}","Doc75: Petición de decisión prejudicial planteada por el Landgericht Erfurt (Alemania) el 8 de abril de 2025 – S / Meta Platforms Ireland Limited (Asunto C-273/25, Erser (1)) (C/2025/3866) Lengua de procedimiento: alemán Órgano jurisdiccional remitente Landgericht Erfurt Partes en el procedimiento principal Demandante: S Demandada: Meta Platforms Ireland Limited Cuestiones prejudiciales 1) ¿Debe interpretarse el artículo 82, apartado 1, del Reglamento (UE) 2016/679 (RGPD) (2) en el sentido de que, en caso de infracción de",,22 de julio de 2025 8:27
Doc76,Ruido,Ruido:SS / Personalizacion usuario,"Es correcta, pero faltaba detalle/contexto sobre la empresa en system prompt o en el agente. La IA ha inventado y ha salido bien","Agente Maz: Seguridad Social MAZ Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Este agente informa sobre cambios normativos relevantes en cotizaciones, prestaciones sociales, régimen laboral aplicable a mutualistas y modificaciones significativas en procedimientos administrativos de afiliación, alta y baja, excluyendo convenios interadministrativos o acuerdos de colaboración sin impacto normativo sustancial. Justificación: Facilita a MAZ adaptar procesos internos, optimizar su operativa aseguradora y garanti...","No se sabia si maz cubria autónomos o no (mirando la pag web, veo que sí)",https://www.juntadeandalucia.es/boja/2025/138/BOJA25-138-00007-10192-01_00323790.pdf,"{
""Seguridad Social MAZ"": {
""explicacion"": ""Normativa releavnte para Maz al tener cobertura de mutualidad para autónomos"",
""nivel_impacto"": ""Alto""
}
}","Doc76: 00323790 Número 138 - Lunes, 21 de julio de 2025 página 10192/1 Boletín Oficial de la Junta de Andalucía BOJA BOJA Depósito Legal: SE-410/1979. ISSN: 2253-802X https://www.juntadeandalucia.es/eboja 1. Disposiciones generales CONSEJERÍA DE EMPLEO, EMPRESA Y TRABAJO AUTÓNOMO Orden de 16 de julio de 2025, por la que se modifica la Orden de 29 de junio de 2023, por la que se aprueban las bases reguladoras para la concesión de subvenciones en régimen de concurrencia no",,22 de julio de 2025 8:31
Doc77,,Geografia/Internacional,"Geografia: el contenido es relevante pero solo afecta a PT, UK y Noruega","Agente Maz: Seguridad Social MAZ Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Este agente informa sobre cambios normativos relevantes en cotizaciones, prestaciones sociales, régimen laboral aplicable a mutualistas y modificaciones significativas en procedimientos administrativos de afiliación, alta y baja, excluyendo convenios interadministrativos o acuerdos de colaboración sin impacto normativo sustancial. Justificación: Facilita a MAZ adaptar procesos internos, optimizar su operativa aseguradora y garanti...",Necesario introducir más detalle geográfico,https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=OJ:C_202504119,"{
""Seguridad Social MAZ"": {
""explicacion"": ""La Decisión de la Comisión Administrativa de Coordinación de los Sistemas de Seguridad Social establece los importes medios anuales y mensuales de reembolso de las prestaciones en especie (sanitarias) a familiares no residentes y pensionistas conforme a los Reglamentos (CE) nº 883/2004 y nº 987/2009, modificando así los procedimientos y cuantías que deben aplicar las mutuas colaboradoras como MAZ en sus procesos de liquidación y reembolso."",
""nivel_impacto"": ""Alto""
}
}","Doc77: COMISIÓN ADMINISTRATIVA DE COORDINACIÓN DE LOS SISTEMAS DE SEGURIDAD SOCIAL COSTES MEDIOS DE LAS PRESTACIONES EN ESPECIE: 2022 (C/2025/4119) Aplicación del artículo 64 del Reglamento (CE) n.o 987/2009 (1) I. En lo referente a las prestaciones en especie proporcionadas en 2022 a los miembros de la familia que no residen en el mismo Estado miembro que la persona asegurada, conforme a lo dispuesto en el artículo 17 del Reglamento (CE) n.o 883/2004 (2), los importes",,22 de julio de 2025 8:35
Doc78,Gris-Ruido,Ruido:Residuos + Gris: Residuos/geografia,"ResiNo mismo ouput para cuentas empleados gap y nuestra cuenta pruegagap: En gap: Pide expresamente que deje fuera, pero lo introduce. A nosotros: deja fuera","Agente Produccion GAP: Agente GAP prueba: Residuos y Medio Ambiente GAyPombo Gómez-Acebo & Pombo asesora a empresas reguladas en sectores clave. Este agente detecta normas y documentos jurídicamente vinculantes que imponen obligaciones o modifican el marco regulatorio en: Residuos, vertederos, envases y responsabilidad ampliada del productor Economía circular y gestión de residuos urbanos e industriales Incluye: Leyes, Reales Decretos, Decretos autonómicos, Órdenes y Ordenanzas definitivas Publicaciones en BOE, DOUE, boletines autonómicos y fuentes oficiales (MITECO, CCAA, ayuntamientos) Pr...",Habla sobre autorización para una explotación porcina concreta y la introduce,https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1404421820606,{},"Doc78: BOLETÍN OFICIAL DE ARAGÓN 21 de julio de 2025 Número 138 csv: BOA20250721015 III. Otras Disposiciones y Acuerdos DEPARTAMENTO DE MEDIO AMBIENTE Y TURISMO RESOLUCIÓN de 22 de mayo de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se formula la declaración de impacto ambiental y se otorga la Autorización Ambiental Integrada para construcción de una explotación porcina de cebo con capacidad para 7.200 plazas (864 UGM) a ubicar en el polígono 13,",,22 de julio de 2025 8:42
Doc80,,correccion errores / internacional,correccion errores: una correccion de errores de la traduccion al hungaro. No deberia ser enviada. Aunq si que habla de residuos,"Residuos y Medio Ambiente GAyPombo Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos (tasas...), economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectos/explotaciones privadas en particular). Cobertura: BOE, DOUE, boletines autonómicos y publicaciones oficiales (MITECO, comunidades autónomas y ayuntamientos), inclu...",,https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=OJ:L_202590609,{},"Doc80: × Document 32025R0606R(01)

Helyesbítés az (EU) 2023/1542 európai parlamenti és tanácsi rendeletnek a hulladékelemek, illetve -akkumulátorok újrafeldolgozási hatékonysági mutatójára és az ilyen elemekből, illetve -akkumulátorokból nyert anyagok hasznosítására vonatkozó arányok kiszámítására és ellenőrzésére szolgáló módszertan meghatározása, valamint a kapcsolódó dokumentáció formátumának megállapítása révén történő kiegészítéséről szóló, 2025. március 21-i (EU) 2025/606 felhatalmazáson alapuló bizottsági rendelethez (HL L, 2025/606, 2025.7.4.)",,23 de julio de 2025 7:19
Doc81,Ruido,Ruido: Proteccion de datos,"Proteccion datos ruido: una orden de subvenciones que habla sobre subvenciones de la PAC con una claúsula de datos, pone como alto. Comparar con descripción EOS, donde no ha sido seleccionada esa norma","Protección de datos y privacidad MAZ Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Incluye Incluye Reglamentos, leyes u órdenes que modifiquen la LOPDGDD, el RGPD o su desarrollo sectorial. Resoluciones, guías y circulares de la AEPD, EDPB o CEPD con alcance general. Criterios, directrices o sanciones de interés transversal sobre tratamiento de datos de salud, IA o brechas de seguridad. No incluye Nombramientos o ceses de delegados de protección de datos en entidades concretas. Sanciones o resoluciones singulares sin val...",,https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1404762600404,{},"Doc81: BOLETÍN OFICIAL DE ARAGÓN 23 de julio de 2025 Número 140 csv: BOA20250723004 I. Disposiciones Generales DEPARTAMENTO DE AGRICULTURA, GANADERÍA Y ALIMENTACIÓN ORDEN AGA/863/2025, de 10 de julio, por la que se aprueban las bases reguladoras de las subvenciones en materia de pagos a zonas con limitaciones naturales u otras limitaciones específicas, en el marco del Plan Estratégico de la PAC 2023-2027 de España. Capítulo I. Disposiciones generales. Artículo 1. Objeto. Artículo 2. Definiciones. Artículo",,24 de julio de 2025 8:47
Doc82,Gris-Ruido,Ruido: Proteccion de datos + Gris: Contenido,"Proteccion datos ruido: decreto sobre el aborto con clausulas de datos, aparece como impacto alto. Comparar con descripción EOS, donde no ha sido seleccionada esa norma",,"En vez de alto, deberia ser medio, bajo o no aparecer, según necesidades del usuario. Idealmente se le pregunta esto",https://doe.juntaex.es/pdfs/doe/2025/1410o/25040136.pdf,{},"Doc82: NÚMERO 141 Miércoles 23 de julio de 2025 42003 CONSEJERÍA DE SALUD Y SERVICIOS SOCIALES DECRETO 80/2025, de 15 de julio, por el que se regula el procedimiento para la prestación de la interrupción voluntaria del embarazo en la Comunidad Autónoma de Extremadura, se crea el Registro de profesionales sanitarios/ as objetores de conciencia para la interrupción voluntaria del embarazo y se regula el procedimiento para el ejercicio del derecho a la objeción de conciencia",,24 de julio de 2025 8:50
Doc83,Ruido,Ruido: Proteccion de datos,Proteccion datos ruido: cconvenio entre aepd y cgpj para implementar servicios de nómina con claúsula de datos,"Protección de Datos y Privacidad EOS En el contexto de EOS una entidad de gesión de crédito en España, Única y exclusivamente, resoluciones AEPD y otra normativa que altere y crea un nuevo criterio interpretativo en materia de bases de legitimación, profiling, conservación, transferencias internacionales o sanciones de datos, todo ello APLICABLE al tratamiento de información de deudores y cesionarios; esencial para adaptar sistemas, contratos y evitar multas.",,https://www.boe.es/boe/dias/2025/07/25/pdfs/BOE-A-2025-15478.pdf,{},"Doc83: III. OTRAS DISPOSICIONES MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA 15478 Resolución de 15 de julio de 2025, de la Secretaría de Estado de Función Pública, por la que se publica el Convenio tipo entre la Agencia Estatal de Administración Digital y el Consejo General del Poder Judicial, para la prestación del servicio distribuido de Nómina Estándar de la Administración General del Estado (Nedaes) y el Servicio de visualización de nóminas Servinómina.",,25 de julio de 2025 9:33
Doc84,Ruido,Ruido: Proteccion de datos / Personalziación usuario,"Proteccion datos, ruido evitable: clausulas de datos sobre convocatoria juegos deportivos principado de asturias","Protección de datos y privacidad MAZ Contexto: MAZ es una mutua colaboradora con la Seguridad Social que ofrece servicios de seguros y asistencia sanitaria en España. Incluye Incluye Reglamentos, leyes u órdenes que modifiquen la LOPDGDD, el RGPD o su desarrollo sectorial. Resoluciones, guías y circulares de la AEPD, EDPB o CEPD con alcance general. Criterios, directrices o sanciones de interés transversal sobre tratamiento de datos de salud, IA o brechas de seguridad. No incluye Nombramientos o ceses de delegados de protección de datos en entidades concretas. Sanciones o resoluciones singulares sin val...","deberia entrar pero si el usuario da feedback especifica que no, debería quedarse fuera",https://miprincipado.asturias.es/bopa/2025/07/25/2025-06160.pdf,{},"Doc84: https://sede.asturias.es/bopa BOLETÍN OFICIAL DEL PRINCIPADO DE ASTURIAS núm. 143 de 25-VII-2025 1/19 Cód. 2025-06160 I. Principado de Asturias Otras Disposiciones •• Consejería de Cultura, Política Llingüística y Deporte Resolución de 15 de julio de 2025, de la Consejería de Cultura, Política Llingüística y Deporte, por la que se convocan los Juegos Deportivos del Principado de Asturias para el curso 2025/2026 y se aprueba el programa que regula el desarrollo de la competición. Analizada la documentación",,25 de julio de 2025 9:56
 Doc85,Analisis,Ley larga: impacto en varios agentes,,,,https://www.boe.es/buscar/pdf/2025/BOE-A-2025-76-consolidado.pdf,"{
""Administración Concursal – Gomez Acebo y Pombo"": {
""explicacion"": ""Se modifica el régimen económico y funcional de la administración concursal, estableciendo un límite máximo de retribución (el menor entre un porcentaje del activo y una cantidad fija), salvo autorización motivada del juez. Se exige al registrador comprobar la existencia de reglas especiales de liquidación antes de inscribir enajenaciones concursales. Además, se altera el orden de cobro de honorarios cuando lo solicite el deudor y se amplían los supuestos en los que el juez puede nombrar administrador concursal de oficio o a solicitud de un único acreedor."",
""nivel_impacto"": ""Alto""
}, ""Enjuiciamiento Civil"": {
""explicacion"": ""La Ley Orgánica 1/2025 reforma en profundidad la Ley de Enjuiciamiento Civil: hace obligatorio intentar medios adecuados de solución de controversias (negociación asistida, mediación, conciliación, etc.) como requisito de procedibilidad, modifica la tasación e imposición de costas, introduce la noción de “abuso del servicio público de Justicia”, endurece intereses de demora para empresarios que litigan contra consumidores y reestructura la ejecución (nuevas reglas de subasta, decomiso autónomo, suspensión para ADR). Estas novedades afectan directamente a EOS, pues alteran plazos, costes y estrategia procesal en monitorios, ejecutivos y reclamaciones de NPL, exigiendo adaptación inmediata de workflows y plantillas procesales."",
""nivel_impacto"": ""Alto""
},
""Consumo"": {
""explicacion"": ""La norma establece que, antes de demandar, el consumidor deberá presentar reclamación extrajudicial frente al prestamista por cláusulas suelo u otras abusivas y prevé sanciones procesales (costas, intereses punitivos) si la entidad no coopera; además, vincula el requisito de ADR a las reclamaciones ante Banco de España, CNMV o mecanismos ADR consumo. Ello impone a EOS y a sus cedentes nuevos deberes de atención previa, refuerzo de protocolos de SAC y mayor riesgo económico si se rehúsa la negociación."",
""nivel_impacto"": ""Medio""
}
}
","Doc85: Ley Orgánica 1/2025, de 2 de enero, de medidas en materia de
eficiencia del Servicio Público de Justicia.
Jefatura del Estado
«BOE» núm. 3, de 03 de enero de 2025
Referencia: BOE-A-2025-76
ÍNDICE

Preámbulo ................................................................... 2
TÍTULO I. Medidas en materia de eficiencia organizativa del Servicio Público de Justicia para la implantación de
los Tribunales de Instancia y las Oficinas de Justicia en los municipios ........................... 26
TÍTULO II. Medidas en materia de eficiencia procesal del Servicio Público de Justicia ................... 77",,
Doc86,Gris-Ruido,Ruido:Residuos + Gris: Residuos/geografia,"Explotacion procina concreta, coge depende el grado granularidad","Residuos y Medio Ambiente GAyPombo Gómez-Acebo & Pombo asesora a empresas altamente reguladas en sectores clave, combinando rigor jurídico con visión estratégica. Este agente detecta nuevas normas, actualizaciones y documentos vinculantes sobre residuos (tasas...), economía circular, vertederos, envases y responsabilidad ampliada del productor. Incluye proyectos en consulta y softlaw (esta última, no incluye informes de proyectos/explotaciones privadas en particular). Cobertura: BOE, DOUE, boletines autonómicos y publicaciones oficiales (MITECO, comunidades autónomas y ayuntamientos), inclu...",,https://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=1404607720808,{},"Doc86: DEPARTAMENTO DE MEDIO AMBIENTE Y TURISMO
RESOLUCIÓN de 20 de mayo de 2025, del Instituto Aragonés de Gestión
Ambiental, por la que se modifica puntualmente la Resolución de 9 de febrero
de 2007, en la que se formuló declaración de impacto ambiental y se otorgó
la Autorización Ambiental Integrada para el proyecto de ampliación de una
explotación porcina de producción de lechones hasta una capacidad de 1.199
cerdas reproductoras y 7 verracos (301,80 UGM), ubicada en el polígono 3,
parcela 71, de Caladrones, en el término municipal de Benabarre (Huesca), y
promovida por la sociedad Gracia Lanau, SL. (Número de Expediente: INAGA
500305/02/2024/12482).
",,
Doc87,Falta,Falta: Proteccion Datos y Asistencia Sanitaria,,,,,"{
  ""Asistencia Sanitaria MAZ"": {
    ""explicacion"": ""La Ley 7/2025 crea la Agencia Estatal de Salud Pública (AESAP) y modifica la Ley 33/2011 y el TRLG de medicamentos. 1) Obliga a todas las entidades sanitarias –incluidas las mutuas colaboradoras como MAZ– a suministrar datos sanitarios y epidemiológicos a la AESAP y a participar en planes estatales de preparación y respuesta ante emergencias (arts. 6-7, DA 8.ª). 2) Refuerza la vigilancia y trazabilidad de salud pública, lo que impacta en los sistemas de información clínica y de protección de datos de la mutua. 3) Ajusta el sistema de precios de referencia de medicamentos (art. 98 TRLG), relevante para la gestión farmacéutica de MAZ al financiar tratamientos de contingencias profesionales. Estos cambios requieren revisión de protocolos de reporte, adaptación de TI y seguimiento de la nueva política de precios."",
    ""nivel_impacto"": ""Medio""
  },
  ""Protección de datos y privacidad MAZ"": {
    ""explicacion"": ""Refuerza la vigilancia y trazabilidad de salud pública, lo que impacta en los sistemas de información clínica y de protección de datos de la mutua"",
    ""nivel_impacto"": ""Medio""
  }
}","I. DISPOSICIONES GENERALES
JEFATURA DEL ESTADO
15652 Ley 7/2025, de 28 de j",,
Doc88,Falta,Falta: Proteccion de datos,,,,,"{
  ""Protección de Datos y Privacidad MAZ"": {
    ""explicacion"": ""Resolución sancionadora de la AEPD (EXP202401054) que impone 40.000 € (32.000 € tras pronto-pago) a Valora Prevención por vulnerar el principio de integridad y confidencialidad del art. 5.1 f) RGPD al exponer resultados médicos de un trabajador a un tercero. La Agencia detalla cómo valora la gravedad (datos de salud, pérdida de control) y la aplicación del art. 85 LPACAP (reducción del 20 % por pago voluntario). Aunque no introduce nuevos criterios normativos, refuerza la interpretación práctica de la AEPD sobre sanciones por brechas de confidencialidad y recuerda que las medidas correctivas posteriores no eximen de responsabilidad, lo que exige a los responsables revisar protocolos y formación para evitar multas."",
    ""nivel_impacto"": ""Bajo""
  },
  ""Protección de Datos y Privacidad"": {
    ""explicacion"": ""Resolución sancionadora de la AEPD (EXP202401054) que impone 40.000 € (32.000 € tras pronto-pago) a Valora Prevención por vulnerar el principio de integridad y confidencialidad del art. 5.1 f) RGPD al exponer resultados médicos de un trabajador a un tercero. La Agencia detalla cómo valora la gravedad (datos de salud, pérdida de control) y la aplicación del art. 85 LPACAP (reducción del 20 % por pago voluntario). Aunque no introduce nuevos criterios normativos, refuerza la interpretación práctica de la AEPD sobre sanciones por brechas de confidencialidad y recuerda que las medidas correctivas posteriores no eximen de responsabilidad, lo que exige a los responsables revisar protocolos y formación para evitar multas."",
    ""nivel_impacto"": ""Bajo""
  }
}","1/18
 Expediente Nº: EXP202401054
RESOLUCIÓN DE TERMINACIÓN DEL PROCEDIMIEN",,
